"","TF_Name","MORA","HOMER","AME","PSCAN","BART2","LISA2","Num_Yes","Conf_lvl_ranks"
"51","HSF1",1,0,1,0,0,1,3,3
"52","IRF9",1,0,1,0,0,1,3,3
"53","KLF1",0,0,1,1,0,1,3,3
"54","KLF12",1,0,1,1,0,0,3,3
"55","LHX2",0,0,0,1,1,1,3,3
"56","MAF",0,0,0,1,1,1,3,3
"57","MAFK",1,0,0,0,1,1,3,3
"58","MAX",0,0,1,0,1,1,3,3
"59","MAZ",0,0,1,1,1,0,3,3
"60","MEF2B",1,0,0,0,1,1,3,3
"61","MYF5",0,0,1,1,1,0,3,3
"62","MYOG",0,0,0,1,1,1,3,3
"63","NFIC",0,0,0,1,1,1,3,3
"64","NFKB2",1,0,0,1,1,0,3,3
"65","PAX6",1,0,0,0,1,1,3,3
"66","POU2F2",1,0,0,0,1,1,3,3
"67","RXRG",1,0,0,0,1,1,3,3
"68","SIX2",0,0,0,1,1,1,3,3
"69","SMAD3",0,0,0,1,1,1,3,3
"70","SNAI2",0,0,1,0,1,1,3,3
"71","SOX2",0,1,0,0,1,1,3,3
"72","SP1",0,0,1,1,0,1,3,3
"73","SPI1",0,0,1,1,0,1,3,3
"74","SPIB",1,0,0,0,1,1,3,3
"75","STAT4",1,0,0,1,1,0,3,3
"76","TBP",0,0,1,1,0,1,3,3
"77","TEAD1",0,0,0,1,1,1,3,3
"78","TEAD4",0,0,0,1,1,1,3,3
"79","TFAP2C",1,0,0,1,1,0,3,3
"80","TLX1",0,0,0,1,1,1,3,3
"81","TP53",1,0,0,0,1,1,3,3
"82","TP73",0,0,1,0,1,1,3,3
"83","VSX2",1,0,1,1,0,0,3,3
"84","ZBTB6",0,0,1,0,1,1,3,3
"85","ZIM3",1,0,0,0,1,1,3,3
"86","ZNF100",1,0,1,0,1,0,3,3
"87","ZNF189",1,1,1,0,0,0,3,3
"88","ZNF317",0,0,0,1,1,1,3,3
"89","ZNF382",1,1,0,0,1,0,3,3
"90","ZNF384",0,0,1,0,1,1,3,3
"91","ZNF418",1,0,1,0,0,1,3,3
"92","AR",1,0,0,0,0,1,2,4
"93","ARGFX",1,0,0,1,0,0,2,4
"94","ASCL1",0,0,1,1,0,0,2,4
"95","ASCL2",0,0,1,1,0,0,2,4
"96","ATF4",1,0,0,0,0,1,2,4
"97","ATF7",1,1,0,0,0,0,2,4
"98","ATOH1",1,1,0,0,0,0,2,4
"99","BHLHA15",1,0,0,1,0,0,2,4
"100","BHLHE22",1,0,0,1,0,0,2,4
"101","CDX2",0,0,0,0,1,1,2,4
"102","CEBPG",0,0,0,1,0,1,2,4
"103","CREB1",0,0,1,0,0,1,2,4
"104","DLX5",1,0,0,1,0,0,2,4
"105","DRGX",1,0,0,1,0,0,2,4
"106","E2F5",1,0,1,0,0,0,2,4
"107","E2F6",1,0,1,0,0,0,2,4
"108","E2F7",0,0,0,0,1,1,2,4
"109","EGR1",0,0,1,1,0,0,2,4
"110","EGR2",0,0,1,0,0,1,2,4
"111","EGR4",0,0,1,1,0,0,2,4
"112","EHF",1,0,0,0,1,0,2,4
"113","ELF3",0,0,0,0,1,1,2,4
"114","EOMES",0,0,0,0,1,1,2,4
"115","EPAS1",0,0,0,0,1,1,2,4
"116","FLI1",0,0,1,0,0,1,2,4
"117","FOXB1",1,0,1,0,0,0,2,4
"118","FOXC1",1,0,1,0,0,0,2,4
"119","FOXD2",1,0,1,0,0,0,2,4
"120","FOXE1",0,0,1,1,0,0,2,4
"121","FOXH1",1,0,0,0,1,0,2,4
"122","FOXP1",0,0,0,0,1,1,2,4
"123","FOXP2",0,0,1,1,0,0,2,4
"124","FOXQ1",1,0,1,0,0,0,2,4
"125","FOXR2",1,0,1,0,0,0,2,4
"126","GATA4",0,0,0,0,1,1,2,4
"127","GSC",0,0,1,1,0,0,2,4
"128","HAND2",0,0,1,0,1,0,2,4
"129","HMG20A",0,0,0,0,1,1,2,4
"130","HNF1B",1,0,0,0,1,0,2,4
"131","HNF4A",0,1,0,0,0,1,2,4
"132","HOXC11",1,0,0,0,0,1,2,4
"133","HOXC9",1,0,0,0,1,0,2,4
"134","HOXD9",1,0,1,0,0,0,2,4
"135","IRF2",1,0,1,0,0,0,2,4
"136","IRF5",1,0,1,0,0,0,2,4
"137","IRF7",1,0,1,0,0,0,2,4
"138","IRF8",1,0,1,0,0,0,2,4
"139","ISX",1,0,0,1,0,0,2,4
"140","JDP2",1,0,0,1,0,0,2,4
"141","KLF11",0,0,1,0,0,1,2,4
"142","KLF13",0,0,1,1,0,0,2,4
"143","KLF14",0,0,1,1,0,0,2,4
"144","KLF15",0,0,1,1,0,0,2,4
"145","KLF16",0,0,1,1,0,0,2,4
"146","KLF17",1,0,1,0,0,0,2,4
"147","KLF2",0,0,1,1,0,0,2,4
"148","KLF3",1,0,1,0,0,0,2,4
"149","KLF4",0,0,1,1,0,0,2,4
"150","KLF5",0,0,1,1,0,0,2,4
"151","KLF6",0,0,1,1,0,0,2,4
"152","KLF8",1,0,1,0,0,0,2,4
"153","KLF9",0,0,1,1,0,0,2,4
"154","KMT2A",0,0,0,0,1,1,2,4
"155","LMX1A",1,0,0,1,0,0,2,4
"156","LMX1B",1,0,0,1,0,0,2,4
"157","LYL1",0,0,0,0,1,1,2,4
"158","MEF2C",0,0,1,0,1,0,2,4
"159","MEIS1",0,0,0,0,1,1,2,4
"160","MIXL1",1,0,0,1,0,0,2,4
"161","MYB",0,0,0,0,1,1,2,4
"162","MYNN",1,0,1,0,0,0,2,4
"163","MYOD1",0,0,0,0,1,1,2,4
"164","NANOG",0,0,0,0,1,1,2,4
"165","NEUROG2",0,0,0,0,1,1,2,4
"166","NFAT5",1,0,0,1,0,0,2,4
"167","NFATC1",0,0,0,1,0,1,2,4
"168","NFE2",1,0,0,0,0,1,2,4
"169","NFE2L1",1,0,0,0,0,1,2,4
"170","NHLH1",0,0,1,1,0,0,2,4
"171","NKX2-1",0,0,0,0,1,1,2,4
"172","NR2C2",1,0,0,1,0,0,2,4
"173","NR2F2",0,0,0,0,1,1,2,4
"174","NR3C1",0,0,0,0,1,1,2,4
"175","NR4A1",1,0,0,0,0,1,2,4
"176","NR4A2",1,0,0,0,0,1,2,4
"177","ONECUT2",1,0,0,1,0,0,2,4
"178","OSR2",0,0,1,0,1,0,2,4
"179","OTX2",0,0,0,0,1,1,2,4
"180","PATZ1",1,0,1,0,0,0,2,4
"181","PAX5",0,0,0,0,1,1,2,4
"182","PAX7",1,0,0,1,0,0,2,4
"183","PBX3",0,0,0,0,1,1,2,4
"184","PGR",0,0,0,0,1,1,2,4
"185","PHOX2A",1,0,0,1,0,0,2,4
"186","PHOX2B",1,0,0,0,1,0,2,4
"187","PITX3",0,0,1,0,1,0,2,4
"188","POU3F1",1,0,1,0,0,0,2,4
"189","POU5F1",1,0,0,0,0,1,2,4
"190","POU6F1",1,0,0,1,0,0,2,4
"191","PPARG",0,0,0,0,1,1,2,4
"192","PRDM14",1,0,0,0,1,0,2,4
"193","PRDM6",0,0,1,0,0,1,2,4
"194","PROX1",0,0,0,0,1,1,2,4
"195","PRRX2",1,0,0,1,0,0,2,4
"196","PTF1A",1,0,0,1,0,0,2,4
"197","RARA",0,0,1,0,0,1,2,4
"198","RELA",1,0,0,0,0,1,2,4
"199","RXRA",0,0,0,0,1,1,2,4
"200","SMAD4",0,0,0,0,1,1,2,4
"201","SNAI1",0,0,1,1,0,0,2,4
"202","SNAI3",0,0,1,1,0,0,2,4
"203","SOX11",0,0,0,1,1,0,2,4
"204","SP140",0,0,0,0,1,1,2,4
"205","SP3",0,0,1,1,0,0,2,4
"206","SP4",0,0,1,1,0,0,2,4
"207","SP7",0,0,1,0,1,0,2,4
"208","SP8",0,0,1,1,0,0,2,4
"209","SP9",0,0,1,1,0,0,2,4
"210","SRF",1,0,0,0,1,0,2,4
"211","STAT2",1,0,1,0,0,0,2,4
"212","TAL1",0,0,0,0,1,1,2,4
"213","TBX21",0,0,0,0,1,1,2,4
"214","TBX5",0,0,1,0,1,0,2,4
"215","TCF21",0,0,0,0,1,1,2,4
"216","TCF3",1,0,1,0,0,0,2,4
"217","TCF7L2",0,0,0,0,1,1,2,4
"218","TCFL5",0,0,1,1,0,0,2,4
"219","TERF2",0,0,0,0,1,1,2,4
"220","TFAP2B",1,0,0,1,0,0,2,4
"221","TFAP4",0,0,0,1,0,1,2,4
"222","TP63",0,0,0,0,1,1,2,4
"223","VDR",0,0,0,0,1,1,2,4
"224","WT1",0,0,0,1,1,0,2,4
"225","ZBTB12",0,0,0,1,0,1,2,4
"226","ZBTB14",0,0,1,1,0,0,2,4
"227","ZBTB42",0,0,1,0,1,0,2,4
"228","ZBTB7A",1,0,1,0,0,0,2,4
"229","ZEB1",0,0,1,0,0,1,2,4
"230","ZNF17",0,0,1,0,0,1,2,4
"231","ZNF175",0,0,1,0,0,1,2,4
"232","ZNF180",1,0,1,0,0,0,2,4
"233","ZNF182",0,0,1,0,1,0,2,4
"234","ZNF22",0,0,1,0,1,0,2,4
"235","ZNF224",0,0,1,0,0,1,2,4
"236","ZNF267",1,0,1,0,0,0,2,4
"237","ZNF273",1,0,0,0,1,0,2,4
"238","ZNF28",1,0,0,0,1,0,2,4
"239","ZNF282",1,0,0,0,1,0,2,4
"240","ZNF311",1,0,1,0,0,0,2,4
"241","ZNF320",1,0,0,0,1,0,2,4
"242","ZNF33A",1,0,1,0,0,0,2,4
"243","ZNF341",0,0,1,0,1,0,2,4
"244","ZNF35",0,0,1,0,1,0,2,4
"245","ZNF41",1,0,0,0,0,1,2,4
"246","ZNF429",0,0,1,0,0,1,2,4
"247","ZNF44",1,0,1,0,0,0,2,4
"248","ZNF468",0,0,1,0,1,0,2,4
"249","ZNF519",0,0,1,0,1,0,2,4
"250","ZNF524",1,0,1,0,0,0,2,4
"251","ZNF529",1,0,1,0,0,0,2,4
"252","ZNF534",1,0,0,0,1,0,2,4
"253","ZNF548",1,0,1,0,0,0,2,4
"254","ZNF554",0,0,1,0,1,0,2,4
"255","ZNF597",0,0,0,0,1,1,2,4
"256","ZNF615",1,0,0,0,0,1,2,4
"257","ZNF675",1,0,1,0,0,0,2,4
"258","ZNF71",1,0,1,0,0,0,2,4
"259","ZNF768",1,0,1,0,0,0,2,4
"260","ZNF770",0,0,1,0,1,0,2,4
"261","ZNF783",0,0,1,0,1,0,2,4
"262","ZNF792",0,0,1,0,0,1,2,4
"263","ZNF808",1,0,0,0,1,0,2,4
"264","ZNF816",1,0,1,0,0,0,2,4
"265","ZNF85",1,0,1,0,0,0,2,4
"266","ZNF93",1,0,1,0,0,0,2,4
"267","ZSCAN22",1,0,1,0,0,0,2,4
"268","A1JVI6_MOUSE",1,0,0,0,0,0,1,5
"269","ALX1",0,0,0,1,0,0,1,5
"270","ALX4",0,0,0,1,0,0,1,5
"271","ARID3A",0,0,0,1,0,0,1,5
"272","ARID3B",0,0,1,0,0,0,1,5
"273","ARID5A",0,0,1,0,0,0,1,5
"274","ARNT2",0,0,1,0,0,0,1,5
"275","ARNTL",0,0,1,0,0,0,1,5
"276","ARX",0,0,0,1,0,0,1,5
"277","ATF6",1,0,0,0,0,0,1,5
"278","BARX1",1,0,0,0,0,0,1,5
"279","BARX2",0,0,1,0,0,0,1,5
"280","BBX",1,0,0,0,0,0,1,5
"281","BHLHE40",0,0,1,0,0,0,1,5
"282","BHLHE41",0,0,1,0,0,0,1,5
"283","BORCS8-MEF2B",0,0,1,0,0,0,1,5
"284","BSX",0,0,0,1,0,0,1,5
"285","CDX1",1,0,0,0,0,0,1,5
"286","CDX4",1,0,0,0,0,0,1,5
"287","CEBPD",0,0,0,1,0,0,1,5
"288","CEBPE",0,0,0,1,0,0,1,5
"289","CENPB",1,0,0,0,0,0,1,5
"290","CLOCK",0,0,1,0,0,0,1,5
"291","CPEB1",0,0,1,0,0,0,1,5
"292","CREB3",1,0,0,0,0,0,1,5
"293","CREB3L4",1,0,0,0,0,0,1,5
"294","CREB5",1,0,0,0,0,0,1,5
"295","CREBZF",1,0,0,0,0,0,1,5
"296","CRX",1,0,0,0,0,0,1,5
"297","CUX1",0,0,0,1,0,0,1,5
"298","CUX2",0,0,0,1,0,0,1,5
"299","DBX1",0,0,1,0,0,0,1,5
"300","DDIT3",1,0,0,0,0,0,1,5
"301","DLX1",1,0,0,0,0,0,1,5
"302","DLX2",1,0,0,0,0,0,1,5
"303","DLX3",1,0,0,0,0,0,1,5
"304","DLX4",1,0,0,0,0,0,1,5
"305","DMBX1",0,0,1,0,0,0,1,5
"306","DMRT2",0,0,1,0,0,0,1,5
"307","DMRTC2",1,0,0,0,0,0,1,5
"308","DNMT1",0,0,0,0,0,1,1,5
"309","DPRX",1,0,0,0,0,0,1,5
"310","DUX4",0,0,0,0,1,0,1,5
"311","DUXA",1,0,0,0,0,0,1,5
"312","E2F4",0,0,1,0,0,0,1,5
"313","E2F8",1,0,0,0,0,0,1,5
"314","ELF2",1,0,0,0,0,0,1,5
"315","ELF5",0,0,0,1,0,0,1,5
"316","EMX2",0,0,0,1,0,0,1,5
"317","EN2",1,0,0,0,0,0,1,5
"318","ERF",1,0,0,0,0,0,1,5
"319","ESR1",0,0,0,0,0,1,1,5
"320","ESRRB",1,0,0,0,0,0,1,5
"321","ESX1",1,0,0,0,0,0,1,5
"322","ETS1",0,0,0,0,0,1,1,5
"323","ETV4",0,0,0,0,0,1,1,5
"324","ETV5",0,0,0,0,0,1,1,5
"325","ETV6",0,0,0,0,1,0,1,5
"326","FEZF1",0,0,0,0,1,0,1,5
"327","FIGLA",0,0,1,0,0,0,1,5
"328","FOXA1",0,0,0,0,0,1,1,5
"329","FOXB2",0,0,1,0,0,0,1,5
"330","FOXC2",0,0,1,0,0,0,1,5
"331","FOXF2",1,0,0,0,0,0,1,5
"332","FOXG1",1,0,0,0,0,0,1,5
"333","FOXI1",1,0,0,0,0,0,1,5
"334","FOXJ1",0,0,1,0,0,0,1,5
"335","FOXJ2",0,0,1,0,0,0,1,5
"336","FOXJ3",0,0,0,1,0,0,1,5
"337","FOXL1",0,0,1,0,0,0,1,5
"338","FOXL2",0,0,1,0,0,0,1,5
"339","FOXM1",0,0,0,0,0,1,1,5
"340","FOXO3",0,0,1,0,0,0,1,5
"341","FOXO6",1,0,0,0,0,0,1,5
"342","FOXS1",0,0,1,0,0,0,1,5
"343","GABPA",0,0,0,0,0,1,1,5
"344","GATA2",0,0,0,0,0,1,1,5
"345","GBX1",1,0,0,0,0,0,1,5
"346","GBX2",1,0,0,0,0,0,1,5
"347","GLI2",0,0,0,0,0,1,1,5
"348","GLI3",1,0,0,0,0,0,1,5
"349","GRHL2",0,0,0,0,0,1,1,5
"350","GSC2",0,0,0,1,0,0,1,5
"351","HES1",0,0,1,0,0,0,1,5
"352","HES5",0,0,1,0,0,0,1,5
"353","HES6",0,0,1,0,0,0,1,5
"354","HES7",0,0,1,0,0,0,1,5
"355","HEY1",0,0,1,0,0,0,1,5
"356","HEY2",0,0,1,0,0,0,1,5
"357","HEYL",0,0,1,0,0,0,1,5
"358","HINFP",0,0,1,0,0,0,1,5
"359","HKR1",0,0,1,0,0,0,1,5
"360","HMG20B",0,0,1,0,0,0,1,5
"361","HNF1A",0,0,0,0,1,0,1,5
"362","HNF4G",1,0,0,0,0,0,1,5
"363","HOXA11",1,0,0,0,0,0,1,5
"364","HOXA13",1,0,0,0,0,0,1,5
"365","HOXB8",1,0,0,0,0,0,1,5
"366","HOXB9",1,0,0,0,0,0,1,5
"367","HOXC10",1,0,0,0,0,0,1,5
"368","HOXC12",0,0,1,0,0,0,1,5
"369","HOXC13",1,0,0,0,0,0,1,5
"370","HOXC6",1,0,0,0,0,0,1,5
"371","HOXD10",1,0,0,0,0,0,1,5
"372","HOXD11",1,0,0,0,0,0,1,5
"373","HOXD13",1,0,0,0,0,0,1,5
"374","HOXD3",1,0,0,0,0,0,1,5
"375","HSF4",1,0,0,0,0,0,1,5
"376","IRF3",1,0,0,0,0,0,1,5
"377","IRF6",1,0,0,0,0,0,1,5
"378","IRX1",0,0,1,0,0,0,1,5
"379","IRX6",0,0,1,0,0,0,1,5
"380","KLF10",0,0,1,0,0,0,1,5
"381","KLF7",0,0,1,0,0,0,1,5
"382","LBX2",1,0,0,0,0,0,1,5
"383","LEF1",0,0,0,1,0,0,1,5
"384","LHX4",0,0,0,1,0,0,1,5
"385","LHX5",1,0,0,0,0,0,1,5
"386","LHX6",0,0,0,1,0,0,1,5
"387","LHX8",1,0,0,0,0,0,1,5
"388","LHX9",1,0,0,0,0,0,1,5
"389","MAFA",1,0,0,0,0,0,1,5
"390","MAFB",0,0,0,0,0,1,1,5
"391","MAFG",1,0,0,0,0,0,1,5
"392","MECOM",1,0,0,0,0,0,1,5
"393","MEF2D",0,0,1,0,0,0,1,5
"394","MEOX2",1,0,0,0,0,0,1,5
"395","MESP1",0,0,1,0,0,0,1,5
"396","MESP2",1,0,0,0,0,0,1,5
"397","MGA",0,0,1,0,0,0,1,5
"398","MITF",0,0,0,0,1,0,1,5
"399","MLXIP",0,0,1,0,0,0,1,5
"400","MNT",0,0,1,0,0,0,1,5
"401","MSC",1,0,0,0,0,0,1,5
"402","MSX2",1,0,0,0,0,0,1,5
"403","MSX3",0,0,0,1,0,0,1,5
"404","MTF2",0,0,1,0,0,0,1,5
"405","MXI1",0,0,1,0,0,0,1,5
"406","MYC",0,0,0,0,0,1,1,5
"407","MYCN",0,0,0,1,0,0,1,5
"408","NEUROD1",0,0,0,0,1,0,1,5
"409","NEUROG1",1,0,0,0,0,0,1,5
"410","NFATC2",0,0,0,1,0,0,1,5
"411","NFE2L2",1,0,0,0,0,0,1,5
"412","NFIA",0,0,0,0,0,1,1,5
"413","NFIB",1,0,0,0,0,0,1,5
"414","NFIL3",1,0,0,0,0,0,1,5
"415","NFIX",1,0,0,0,0,0,1,5
"416","NFYA",1,0,0,0,0,0,1,5
"417","NFYB",1,0,0,0,0,0,1,5
"418","NFYC",1,0,0,0,0,0,1,5
"419","NKX2-5",1,0,0,0,0,0,1,5
"420","NR1D2",1,0,0,0,0,0,1,5
"421","NR1H3",0,0,0,0,0,1,1,5
"422","NR1I3",1,0,0,0,0,0,1,5
"423","NR2E1",0,0,1,0,0,0,1,5
"424","NR2F1",0,0,0,0,1,0,1,5
"425","NR6A1",0,0,0,1,0,0,1,5
"426","NRF1",0,0,1,0,0,0,1,5
"427","NRL",1,0,0,0,0,0,1,5
"428","OLIG2",0,1,0,0,0,0,1,5
"429","OLIG3",1,0,0,0,0,0,1,5
"430","ONECUT1",1,0,0,0,0,0,1,5
"431","OSR1",1,0,0,0,0,0,1,5
"432","OTX1",0,0,1,0,0,0,1,5
"433","OVOL1",1,0,0,0,0,0,1,5
"434","OVOL2",1,0,0,0,0,0,1,5
"435","PAX1",0,0,0,1,0,0,1,5
"436","PAX2",0,0,1,0,0,0,1,5
"437","PAX4",0,0,0,1,0,0,1,5
"438","PAX9",1,0,0,0,0,0,1,5
"439","PBX1",1,0,0,0,0,0,1,5
"440","PDX1",0,0,0,0,1,0,1,5
"441","PITX2",1,0,0,0,0,0,1,5
"442","PKNOX2",0,0,0,1,0,0,1,5
"443","PLAG1",0,0,0,1,0,0,1,5
"444","POU1F1",1,0,0,0,0,0,1,5
"445","POU2F1",1,0,0,0,0,0,1,5
"446","POU3F2",1,0,0,0,0,0,1,5
"447","POU3F3",0,0,1,0,0,0,1,5
"448","POU4F1",0,0,1,0,0,0,1,5
"449","POU4F3",1,0,0,0,0,0,1,5
"450","POU6F2",1,0,0,0,0,0,1,5
"451","PPARD",0,0,0,0,0,1,1,5
"452","PRDM4",0,0,0,1,0,0,1,5
"453","PRDM9",0,0,1,0,0,0,1,5
"454","PROP1",1,0,0,0,0,0,1,5
"455","RARB",0,0,1,0,0,0,1,5
"456","RAX2",0,0,0,1,0,0,1,5
"457","RBAK",0,0,1,0,0,0,1,5
"458","RBPJ",0,0,0,0,0,1,1,5
"459","REL",0,0,0,1,0,0,1,5
"460","RELB",0,0,0,0,1,0,1,5
"461","REST",0,0,0,0,1,0,1,5
"462","RHOXF2",0,0,1,0,0,0,1,5
"463","RORA",1,0,0,0,0,0,1,5
"464","RORC",1,0,0,0,0,0,1,5
"465","RREB1",0,0,1,0,0,0,1,5
"466","RUNX2",0,1,0,0,0,0,1,5
"467","RUNX3",0,0,0,0,1,0,1,5
"468","RXRB",1,0,0,0,0,0,1,5
"469","SCRT1",1,0,0,0,0,0,1,5
"470","SCRT2",0,0,0,0,0,1,1,5
"471","SHOX",0,0,0,1,0,0,1,5
"472","SHOX2",0,0,0,1,0,0,1,5
"473","SIX1",0,0,0,0,1,0,1,5
"474","SKOR1",1,0,0,0,0,0,1,5
"475","SKOR2",1,0,0,0,0,0,1,5
"476","SOX10",0,0,0,0,1,0,1,5
"477","SOX13",1,0,0,0,0,0,1,5
"478","SOX4",0,0,0,0,1,0,1,5
"479","SOX6",0,1,0,0,0,0,1,5
"480","SP5",0,0,1,0,0,0,1,5
"481","SPIC",0,0,1,0,0,0,1,5
"482","SREBF1",0,0,1,0,0,0,1,5
"483","SREBF2",0,0,1,0,0,0,1,5
"484","STAT6",0,0,0,0,0,1,1,5
"485","TAF1",0,0,0,0,0,1,1,5
"486","TBX1",0,0,1,0,0,0,1,5
"487","TBX18",0,0,1,0,0,0,1,5
"488","TBX2",0,0,1,0,0,0,1,5
"489","TBX3",0,0,1,0,0,0,1,5
"490","TBX4",0,0,1,0,0,0,1,5
"491","TBX6",0,0,1,0,0,0,1,5
"492","TCF7",0,0,0,0,0,1,1,5
"493","TEAD2",0,0,0,1,0,0,1,5
"494","TEAD3",0,0,0,1,0,0,1,5
"495","TFAP2E",0,0,0,1,0,0,1,5
"496","TFE3",0,0,1,0,0,0,1,5
"497","TFEB",1,0,0,0,0,0,1,5
"498","TGIF1",0,0,0,1,0,0,1,5
"499","TGIF2",0,0,0,1,0,0,1,5
"500","TGIF2LX",0,0,0,1,0,0,1,5
"501","TGIF2LY",0,0,0,1,0,0,1,5
"502","THRB",0,0,0,1,0,0,1,5
"503","TLX2",0,0,0,1,0,0,1,5
"504","TLX3",1,0,0,0,0,0,1,5
"505","UNCX",0,0,0,1,0,0,1,5
"506","USF1",1,0,0,0,0,0,1,5
"507","USF2",0,0,1,0,0,0,1,5
"508","VENTX",0,0,0,1,0,0,1,5
"509","VSX1",0,0,0,1,0,0,1,5
"510","XBP1",1,0,0,0,0,0,1,5
"511","XPA",0,0,1,0,0,0,1,5
"512","YY1",0,0,0,0,0,1,1,5
"513","ZBED1",0,0,0,0,1,0,1,5
"514","ZBTB17",0,0,0,0,1,0,1,5
"515","ZBTB18",0,0,1,0,0,0,1,5
"516","ZBTB2",0,0,0,0,1,0,1,5
"517","ZBTB26",0,0,1,0,0,0,1,5
"518","ZBTB3",0,0,1,0,0,0,1,5
"519","ZBTB33",0,0,0,1,0,0,1,5
"520","ZBTB48",0,0,0,0,1,0,1,5
"521","ZFP1",1,0,0,0,0,0,1,5
"522","ZFP128",1,0,0,0,0,0,1,5
"523","ZFP14",0,0,1,0,0,0,1,5
"524","ZFP28",0,0,1,0,0,0,1,5
"525","ZFP42",1,0,0,0,0,0,1,5
"526","ZFP57",0,0,0,0,1,0,1,5
"527","ZFP64",0,0,1,0,0,0,1,5
"528","ZFP69B",0,0,1,0,0,0,1,5
"529","ZFX",0,0,1,0,0,0,1,5
"530","ZIC1",0,0,0,1,0,0,1,5
"531","ZIC2",0,0,0,1,0,0,1,5
"532","ZIC4",1,0,0,0,0,0,1,5
"533","ZIM2",0,0,1,0,0,0,1,5
"534","ZKSCAN2",0,0,1,0,0,0,1,5
"535","ZKSCAN3",1,0,0,0,0,0,1,5
"536","ZKSCAN5",0,0,1,0,0,0,1,5
"537","ZNF10",0,0,1,0,0,0,1,5
"538","ZNF101",1,0,0,0,0,0,1,5
"539","ZNF12",0,0,1,0,0,0,1,5
"540","ZNF121",0,0,1,0,0,0,1,5
"541","ZNF132",0,0,1,0,0,0,1,5
"542","ZNF133",1,0,0,0,0,0,1,5
"543","ZNF135",0,0,1,0,0,0,1,5
"544","ZNF136",0,0,0,0,0,1,1,5
"545","ZNF140",0,0,1,0,0,0,1,5
"546","ZNF143",0,0,1,0,0,0,1,5
"547","ZNF146",0,0,1,0,0,0,1,5
"548","ZNF169",0,0,0,0,1,0,1,5
"549","ZNF18",0,0,1,0,0,0,1,5
"550","ZNF181",0,0,1,0,0,0,1,5
"551","ZNF19",0,0,1,0,0,0,1,5
"552","ZNF197",0,0,1,0,0,0,1,5
"553","ZNF2",0,0,0,0,1,0,1,5
"554","ZNF202",0,0,1,0,0,0,1,5
"555","ZNF205",0,0,0,0,0,1,1,5
"556","ZNF212",0,0,1,0,0,0,1,5
"557","ZNF213",0,0,1,0,0,0,1,5
"558","ZNF222",0,0,1,0,0,0,1,5
"559","ZNF225",0,0,1,0,0,0,1,5
"560","ZNF23",0,0,1,0,0,0,1,5
"561","ZNF235",0,0,1,0,0,0,1,5
"562","ZNF24",0,0,1,0,0,0,1,5
"563","ZNF248",0,0,0,0,0,1,1,5
"564","ZNF257",0,0,0,0,1,0,1,5
"565","ZNF260",0,0,1,0,0,0,1,5
