"","TF_Name","MORA","HOMER","AME","PSCAN","BART2","LISA2","Num_Yes","Conf_lvl_ranks"
"40","SMAD3",0,0,0,1,1,1,3,2
"41","SPI1",0,0,1,1,0,1,3,2
"42","SPIB",1,0,0,0,1,1,3,2
"43","STAT4",1,0,0,1,1,0,3,2
"44","TCF4",0,0,0,1,1,1,3,2
"45","TCF7L1",0,0,0,1,1,1,3,2
"46","TEAD4",0,0,0,1,1,1,3,2
"47","TLX1",0,0,0,1,1,1,3,2
"48","TP53",1,0,0,0,1,1,3,2
"49","ZNF317",0,0,0,1,1,1,3,2
"50","AR",1,0,0,0,0,1,2,3
"51","ASCL2",0,0,1,1,0,0,2,3
"52","ATF4",1,0,0,0,0,1,2,3
"53","BATF3",0,0,0,1,1,0,2,3
"54","BHLHE22",1,0,0,1,0,0,2,3
"55","CDX2",0,0,0,0,1,1,2,3
"56","DRGX",1,0,0,1,0,0,2,3
"57","E2F1",1,0,0,0,0,1,2,3
"58","EHF",1,0,0,0,1,0,2,3
"59","ELF3",0,0,0,0,1,1,2,3
"60","FLI1",0,0,1,0,0,1,2,3
"61","FOXO1",0,0,0,0,1,1,2,3
"62","FOXP1",0,0,0,0,1,1,2,3
"63","FOXP2",0,0,1,1,0,0,2,3
"64","FOXQ1",1,0,1,0,0,0,2,3
"65","GATA1",1,0,0,0,0,1,2,3
"66","GATA4",0,0,0,0,1,1,2,3
"67","GATA6",0,0,0,0,1,1,2,3
"68","GSC",0,0,1,1,0,0,2,3
"69","HES2",0,0,0,0,1,1,2,3
"70","HMG20A",0,0,0,0,1,1,2,3
"71","HNF4A",0,1,0,0,0,1,2,3
"72","IRF5",1,0,1,0,0,0,2,3
"73","IRF9",1,0,0,0,0,1,2,3
"74","KLF1",0,0,0,1,0,1,2,3
"75","KLF11",0,0,1,0,0,1,2,3
"76","KLF12",1,0,0,1,0,0,2,3
"77","KLF17",1,0,1,0,0,0,2,3
"78","KMT2A",0,0,0,0,1,1,2,3
"79","LYL1",0,0,0,0,1,1,2,3
"80","MAX",0,0,1,0,0,1,2,3
"81","MEIS1",0,0,0,0,1,1,2,3
"82","MIXL1",1,0,0,1,0,0,2,3
"83","MYB",0,0,0,0,1,1,2,3
"84","MYF5",0,0,1,1,0,0,2,3
"85","MYNN",1,0,1,0,0,0,2,3
"86","MYOG",0,0,0,1,1,0,2,3
"87","NANOG",0,0,0,0,1,1,2,3
"88","NFAT5",1,0,0,1,0,0,2,3
"89","NFATC1",0,0,0,1,0,1,2,3
"90","NFKB2",0,0,0,1,1,0,2,3
"91","NKX2-1",0,0,0,0,1,1,2,3
"92","NR3C1",0,0,0,0,1,1,2,3
"93","NR4A1",1,0,0,0,0,1,2,3
"94","ONECUT2",1,0,0,1,0,0,2,3
"95","OTX2",0,0,0,0,1,1,2,3
"96","PAX3",0,0,0,1,0,1,2,3
"97","PAX5",0,0,0,0,1,1,2,3
"98","PAX7",1,0,0,1,0,0,2,3
"99","PBX3",0,0,0,0,1,1,2,3
"100","PHOX2A",1,0,0,1,0,0,2,3
"101","POU6F1",1,0,0,1,0,0,2,3
"102","PROX1",0,0,0,0,1,1,2,3
"103","PTF1A",1,0,0,1,0,0,2,3
"104","RELA",1,0,0,0,0,1,2,3
"105","RXRG",0,0,0,0,1,1,2,3
"106","SIX2",0,0,0,1,0,1,2,3
"107","SNAI2",0,0,0,0,1,1,2,3
"108","SOX11",0,0,0,1,1,0,2,3
"109","SOX2",0,0,0,0,1,1,2,3
"110","SP1",0,0,0,1,0,1,2,3
"111","TAL1",0,0,0,0,1,1,2,3
"112","TBP",0,0,0,1,0,1,2,3
"113","TBX21",0,0,0,0,1,1,2,3
"114","TCF21",0,0,0,0,1,1,2,3
"115","TCF7L2",0,0,0,0,1,1,2,3
"116","TEAD1",0,0,0,1,0,1,2,3
"117","TERF2",0,0,0,0,1,1,2,3
"118","TFAP4",0,0,0,1,0,1,2,3
"119","TP63",0,0,0,0,1,1,2,3
"120","TP73",0,0,0,0,1,1,2,3
"121","VDR",0,0,0,0,1,1,2,3
"122","ZBTB12",0,0,0,1,0,1,2,3
"123","ZIM3",1,0,0,0,1,0,2,3
"124","ZNF17",0,0,1,0,0,1,2,3
"125","ZNF189",0,1,1,0,0,0,2,3
"126","ZNF384",0,0,0,0,1,1,2,3
"127","ZNF418",1,0,0,0,0,1,2,3
"128","ZNF597",0,0,0,0,1,1,2,3
"129","ZNF675",1,0,1,0,0,0,2,3
"130","ZNF808",1,0,0,0,1,0,2,3
"131","ZNF816",1,0,1,0,0,0,2,3
"132","A1JVI6_MOUSE",1,0,0,0,0,0,1,4
"133","ALX1",0,0,0,1,0,0,1,4
"134","ALX4",0,0,0,1,0,0,1,4
"135","ARGFX",0,0,0,1,0,0,1,4
"136","ARID3A",0,0,0,1,0,0,1,4
"137","ARNT2",0,0,1,0,0,0,1,4
"138","ARNTL",0,0,1,0,0,0,1,4
"139","ARX",0,0,0,1,0,0,1,4
"140","ASCL1",0,0,0,1,0,0,1,4
"141","ATF6",1,0,0,0,0,0,1,4
"142","ATF7",1,0,0,0,0,0,1,4
"143","BARX2",0,0,1,0,0,0,1,4
"144","BBX",1,0,0,0,0,0,1,4
"145","BCL11A",0,0,0,0,0,1,1,4
"146","BHLHA15",0,0,0,1,0,0,1,4
"147","BHLHE40",0,0,1,0,0,0,1,4
"148","BHLHE41",0,0,1,0,0,0,1,4
"149","BSX",0,0,0,1,0,0,1,4
"150","CEBPD",0,0,0,1,0,0,1,4
"151","CEBPE",0,0,0,1,0,0,1,4
"152","CEBPG",0,0,0,1,0,0,1,4
"153","CENPB",1,0,0,0,0,0,1,4
"154","CLOCK",0,0,1,0,0,0,1,4
"155","CREB1",0,0,0,0,0,1,1,4
"156","CREB5",1,0,0,0,0,0,1,4
"157","CREBZF",1,0,0,0,0,0,1,4
"158","CRX",1,0,0,0,0,0,1,4
"159","CTCFL",0,0,1,0,0,0,1,4
"160","CUX1",0,0,0,1,0,0,1,4
"161","CUX2",0,0,0,1,0,0,1,4
"162","DDIT3",1,0,0,0,0,0,1,4
"163","DLX5",0,0,0,1,0,0,1,4
"164","DMRTC2",1,0,0,0,0,0,1,4
"165","DNMT1",0,0,0,0,0,1,1,4
"166","DPRX",1,0,0,0,0,0,1,4
"167","DUX4",0,0,0,0,1,0,1,4
"168","DUXA",1,0,0,0,0,0,1,4
"169","E2F5",1,0,0,0,0,0,1,4
"170","E2F7",0,0,0,0,0,1,1,4
"171","E2F8",1,0,0,0,0,0,1,4
"172","EGR4",0,0,1,0,0,0,1,4
"173","ELF1",0,0,0,0,0,1,1,4
"174","ELF2",1,0,0,0,0,0,1,4
"175","ELF5",0,0,0,1,0,0,1,4
"176","EMX2",0,0,0,1,0,0,1,4
"177","EOMES",0,0,0,0,0,1,1,4
"178","EPAS1",0,0,0,0,1,0,1,4
"179","ERF",1,0,0,0,0,0,1,4
"180","ESR1",0,0,0,0,0,1,1,4
"181","ETS1",0,0,0,0,0,1,1,4
"182","ETV4",0,0,0,0,0,1,1,4
"183","ETV5",0,0,0,0,0,1,1,4
"184","ETV6",0,0,0,0,1,0,1,4
"185","FOXA1",0,0,0,0,0,1,1,4
"186","FOXB1",0,0,1,0,0,0,1,4
"187","FOXC1",1,0,0,0,0,0,1,4
"188","FOXD2",1,0,0,0,0,0,1,4
"189","FOXE1",0,0,0,1,0,0,1,4
"190","FOXG1",1,0,0,0,0,0,1,4
"191","FOXH1",1,0,0,0,0,0,1,4
"192","FOXI1",1,0,0,0,0,0,1,4
"193","FOXJ3",0,0,0,1,0,0,1,4
"194","FOXO3",0,0,1,0,0,0,1,4
"195","FOXO6",1,0,0,0,0,0,1,4
"196","FOXR2",1,0,0,0,0,0,1,4
"197","GABPA",0,0,0,0,0,1,1,4
"198","GATA2",0,0,0,0,0,1,1,4
"199","GLI2",0,0,0,0,0,1,1,4
"200","GLI3",1,0,0,0,0,0,1,4
"201","GLIS1",0,0,1,0,0,0,1,4
"202","GRHL2",0,0,0,0,0,1,1,4
"203","GSC2",0,0,0,1,0,0,1,4
"204","HES6",0,0,1,0,0,0,1,4
"205","HEYL",0,0,1,0,0,0,1,4
"206","HINFP",0,0,1,0,0,0,1,4
"207","HNF1A",0,0,0,0,1,0,1,4
"208","HNF1B",0,0,0,0,1,0,1,4
"209","HOXA13",1,0,0,0,0,0,1,4
"210","HOXA9",0,0,0,0,1,0,1,4
"211","HOXB8",1,0,0,0,0,0,1,4
"212","HOXC11",0,0,0,0,0,1,1,4
"213","HOXD11",1,0,0,0,0,0,1,4
"214","HSF4",1,0,0,0,0,0,1,4
"215","IRF2",1,0,0,0,0,0,1,4
"216","IRF3",1,0,0,0,0,0,1,4
"217","IRF6",1,0,0,0,0,0,1,4
"218","IRF7",1,0,0,0,0,0,1,4
"219","IRF8",1,0,0,0,0,0,1,4
"220","IRX1",0,0,1,0,0,0,1,4
"221","IRX6",0,0,1,0,0,0,1,4
"222","ISX",0,0,0,1,0,0,1,4
"223","JDP2",0,0,0,1,0,0,1,4
"224","KLF13",0,0,0,1,0,0,1,4
"225","KLF14",0,0,0,1,0,0,1,4
"226","KLF16",0,0,0,1,0,0,1,4
"227","KLF3",1,0,0,0,0,0,1,4
"228","KLF5",0,0,0,1,0,0,1,4
"229","LBX2",1,0,0,0,0,0,1,4
"230","LEF1",0,0,0,1,0,0,1,4
"231","LHX4",0,0,0,1,0,0,1,4
"232","LHX6",0,0,0,1,0,0,1,4
"233","LMX1A",0,0,0,1,0,0,1,4
"234","LMX1B",0,0,0,1,0,0,1,4
"235","MAFA",1,0,0,0,0,0,1,4
"236","MAFB",0,0,0,0,0,1,1,4
"237","MAFG",1,0,0,0,0,0,1,4
"238","MECOM",1,0,0,0,0,0,1,4
"239","MEF2C",0,0,0,0,1,0,1,4
"240","MLXIP",0,0,1,0,0,0,1,4
"241","MSX3",0,0,0,1,0,0,1,4
"242","MTF2",0,0,1,0,0,0,1,4
"243","MXI1",0,0,1,0,0,0,1,4
"244","MYC",0,0,0,0,0,1,1,4
"245","MYOD1",0,0,0,0,0,1,1,4
"246","NEUROG1",1,0,0,0,0,0,1,4
"247","NEUROG2",0,0,0,0,0,1,1,4
"248","NFATC2",0,0,0,1,0,0,1,4
"249","NFE2",0,0,0,0,0,1,1,4
"250","NFE2L1",0,0,0,0,0,1,1,4
"251","NFIA",0,0,0,0,0,1,1,4
"252","NFIL3",1,0,0,0,0,0,1,4
"253","NFIX",1,0,0,0,0,0,1,4
"254","NFYA",1,0,0,0,0,0,1,4
"255","NFYB",1,0,0,0,0,0,1,4
"256","NFYC",1,0,0,0,0,0,1,4
"257","NHLH1",0,0,0,1,0,0,1,4
"258","NR1H3",0,0,0,0,0,1,1,4
"259","NR2C2",1,0,0,0,0,0,1,4
"260","NR2F2",0,0,0,0,0,1,1,4
"261","NR4A2",0,0,0,0,0,1,1,4
"262","NR6A1",0,0,0,1,0,0,1,4
"263","NRL",1,0,0,0,0,0,1,4
"264","OLIG3",1,0,0,0,0,0,1,4
"265","ONECUT1",1,0,0,0,0,0,1,4
"266","OSR1",1,0,0,0,0,0,1,4
"267","OSR2",0,0,1,0,0,0,1,4
"268","OVOL1",1,0,0,0,0,0,1,4
"269","OVOL2",1,0,0,0,0,0,1,4
"270","PAX1",0,0,0,1,0,0,1,4
"271","PAX2",0,0,1,0,0,0,1,4
"272","PAX4",0,0,0,1,0,0,1,4
"273","PAX9",1,0,0,0,0,0,1,4
"274","PBX1",1,0,0,0,0,0,1,4
"275","PGR",0,0,0,0,0,1,1,4
"276","PHOX2B",1,0,0,0,0,0,1,4
"277","PKNOX2",0,0,0,1,0,0,1,4
"278","POU1F1",1,0,0,0,0,0,1,4
"279","POU3F1",0,0,1,0,0,0,1,4
"280","POU4F1",0,0,1,0,0,0,1,4
"281","POU4F3",1,0,0,0,0,0,1,4
"282","PPARD",0,0,0,0,0,1,1,4
"283","PPARG",0,0,0,0,0,1,1,4
"284","PRDM4",0,0,0,1,0,0,1,4
"285","PROP1",1,0,0,0,0,0,1,4
"286","PRRX2",0,0,0,1,0,0,1,4
"287","RARA",0,0,0,0,0,1,1,4
"288","RARB",0,0,1,0,0,0,1,4
"289","RAX2",0,0,0,1,0,0,1,4
"290","RBPJ",0,0,0,0,0,1,1,4
"291","REL",0,0,0,1,0,0,1,4
"292","RELB",0,0,0,0,1,0,1,4
"293","RORA",1,0,0,0,0,0,1,4
"294","RUNX2",0,1,0,0,0,0,1,4
"295","RUNX3",0,0,0,0,1,0,1,4
"296","RXRA",0,0,0,0,1,0,1,4
"297","SCRT1",1,0,0,0,0,0,1,4
"298","SHOX",0,0,0,1,0,0,1,4
"299","SHOX2",0,0,0,1,0,0,1,4
"300","SKOR1",1,0,0,0,0,0,1,4
"301","SMAD4",0,0,0,0,0,1,1,4
"302","SNAI1",0,0,0,1,0,0,1,4
"303","SNAI3",0,0,0,1,0,0,1,4
"304","SOX13",1,0,0,0,0,0,1,4
"305","SP140",0,0,0,0,0,1,1,4
"306","SP3",0,0,0,1,0,0,1,4
"307","SP4",0,0,0,1,0,0,1,4
"308","SP8",0,0,0,1,0,0,1,4
"309","SPIC",0,0,1,0,0,0,1,4
"310","SREBF2",0,0,1,0,0,0,1,4
"311","SRF",1,0,0,0,0,0,1,4
"312","STAT2",1,0,0,0,0,0,1,4
"313","STAT6",0,0,0,0,0,1,1,4
"314","TAF1",0,0,0,0,0,1,1,4
"315","TCF7",0,0,0,0,0,1,1,4
"316","TCFL5",0,0,1,0,0,0,1,4
"317","TEAD2",0,0,0,1,0,0,1,4
"318","TEAD3",0,0,0,1,0,0,1,4
"319","TFAP2C",1,0,0,0,0,0,1,4
"320","TFEB",1,0,0,0,0,0,1,4
"321","TGIF1",0,0,0,1,0,0,1,4
"322","TGIF2",0,0,0,1,0,0,1,4
"323","TGIF2LX",0,0,0,1,0,0,1,4
"324","TGIF2LY",0,0,0,1,0,0,1,4
"325","TLX2",0,0,0,1,0,0,1,4
"326","TLX3",1,0,0,0,0,0,1,4
"327","UNCX",0,0,0,1,0,0,1,4
"328","USF1",1,0,0,0,0,0,1,4
"329","VENTX",0,0,0,1,0,0,1,4
"330","VSX1",0,0,0,1,0,0,1,4
"331","VSX2",0,0,0,1,0,0,1,4
"332","XBP1",1,0,0,0,0,0,1,4
"333","YY1",0,0,0,0,0,1,1,4
"334","ZBED1",0,0,0,0,1,0,1,4
"335","ZBTB18",0,0,1,0,0,0,1,4
"336","ZBTB2",0,0,0,0,1,0,1,4
"337","ZBTB42",0,0,1,0,0,0,1,4
"338","ZBTB7A",1,0,0,0,0,0,1,4
"339","ZEB1",0,0,0,0,0,1,1,4
"340","ZFP1",1,0,0,0,0,0,1,4
"341","ZFP42",1,0,0,0,0,0,1,4
"342","ZFP57",0,0,0,0,1,0,1,4
"343","ZIC1",0,0,0,1,0,0,1,4
"344","ZIC2",0,0,0,1,0,0,1,4
"345","ZKSCAN5",0,0,1,0,0,0,1,4
"346","ZNF133",1,0,0,0,0,0,1,4
"347","ZNF136",0,0,0,0,0,1,1,4
"348","ZNF140",0,0,1,0,0,0,1,4
"349","ZNF175",0,0,0,0,0,1,1,4
"350","ZNF205",0,0,0,0,0,1,1,4
"351","ZNF22",0,0,0,0,1,0,1,4
"352","ZNF23",0,0,1,0,0,0,1,4
"353","ZNF248",0,0,0,0,0,1,1,4
"354","ZNF273",1,0,0,0,0,0,1,4
"355","ZNF33A",1,0,0,0,0,0,1,4
"356","ZNF33B",1,0,0,0,0,0,1,4
"357","ZNF350",0,0,0,0,0,1,1,4
"358","ZNF354B",1,0,0,0,0,0,1,4
"359","ZNF354C",0,0,1,0,0,0,1,4
"360","ZNF382",0,1,0,0,0,0,1,4
"361","ZNF41",0,0,0,0,0,1,1,4
"362","ZNF417",0,0,1,0,0,0,1,4
"363","ZNF429",0,0,1,0,0,0,1,4
"364","ZNF454",0,0,1,0,0,0,1,4
"365","ZNF486",0,0,0,0,0,1,1,4
"366","ZNF524",1,0,0,0,0,0,1,4
"367","ZNF530",0,0,1,0,0,0,1,4
"368","ZNF543",0,0,1,0,0,0,1,4
"369","ZNF549",0,0,0,0,0,1,1,4
"370","ZNF594",0,0,1,0,0,0,1,4
"371","ZNF614",0,0,1,0,0,0,1,4
"372","ZNF615",0,0,0,0,0,1,1,4
"373","ZNF626",1,0,0,0,0,0,1,4
"374","ZNF667",1,0,0,0,0,0,1,4
"375","ZNF682",0,0,1,0,0,0,1,4
"376","ZNF695",0,0,1,0,0,0,1,4
"377","ZNF71",1,0,0,0,0,0,1,4
"378","ZNF714",0,0,0,0,0,1,1,4
"379","ZNF74",0,0,1,0,0,0,1,4
"380","ZNF75A",1,0,0,0,0,0,1,4
"381","ZNF75D",1,0,0,0,0,0,1,4
"382","ZNF765",0,0,1,0,0,0,1,4
"383","ZNF768",0,0,1,0,0,0,1,4
"384","ZNF777",0,0,0,0,0,1,1,4
"385","ZNF783",0,0,0,0,1,0,1,4
"386","ZNF786",0,0,1,0,0,0,1,4
"387","ZNF792",0,0,1,0,0,0,1,4
"388","ZNF8",0,0,1,0,0,0,1,4
"389","ZNF805",0,0,1,0,0,0,1,4
"390","ZNF846",0,0,1,0,0,0,1,4
"391","ZNF85",1,0,0,0,0,0,1,4
"392","ZNF891",0,0,1,0,0,0,1,4
"393","ZSCAN1",0,0,1,0,0,0,1,4
"394","ZSCAN5",1,0,0,0,0,0,1,4
