"","TF_Name","MORA","HOMER","AME","PSCAN","BART2","LISA2","Num_Yes","Conf_lvl_ranks"
"65","CDX2",0,0,0,0,1,1,2,4
"66","CLOCK",0,1,1,0,0,0,2,4
"67","CRX",1,1,0,0,0,0,2,4
"68","DRGX",1,0,0,1,0,0,2,4
"69","E2F7",0,1,0,0,0,1,2,4
"70","ELF1",0,1,0,0,0,1,2,4
"71","ELF3",0,0,0,0,1,1,2,4
"72","ELF5",0,1,0,1,0,0,2,4
"73","ETS1",0,1,0,0,0,1,2,4
"74","FLI1",0,0,1,0,0,1,2,4
"75","FOXA1",0,1,0,0,0,1,2,4
"76","FOXH1",1,1,0,0,0,0,2,4
"77","FOXO1",0,0,0,0,1,1,2,4
"78","FOXP2",0,0,1,1,0,0,2,4
"79","FOXQ1",1,0,1,0,0,0,2,4
"80","GABPA",0,1,0,0,0,1,2,4
"81","GATA1",1,0,0,0,0,1,2,4
"82","GATA4",0,0,0,0,1,1,2,4
"83","GATA6",0,0,0,0,1,1,2,4
"84","GLI3",1,1,0,0,0,0,2,4
"85","GRHL2",0,1,0,0,0,1,2,4
"86","HES2",0,0,0,0,1,1,2,4
"87","HMG20A",0,0,0,0,1,1,2,4
"88","HNF4A",0,1,0,0,0,1,2,4
"89","IRF2",1,1,0,0,0,0,2,4
"90","IRF5",1,0,1,0,0,0,2,4
"91","IRF9",1,0,0,0,0,1,2,4
"92","KLF1",0,0,0,1,0,1,2,4
"93","KLF11",0,0,1,0,0,1,2,4
"94","KLF12",1,0,0,1,0,0,2,4
"95","KLF14",0,1,0,1,0,0,2,4
"96","KLF17",1,0,1,0,0,0,2,4
"97","KLF5",0,1,0,1,0,0,2,4
"98","KMT2A",0,0,0,0,1,1,2,4
"99","LYL1",0,0,0,0,1,1,2,4
"100","MAX",0,0,1,0,0,1,2,4
"101","MEIS1",0,0,0,0,1,1,2,4
"102","MIXL1",1,0,0,1,0,0,2,4
"103","MYF5",0,0,1,1,0,0,2,4
"104","MYNN",1,0,1,0,0,0,2,4
"105","MYOG",0,0,0,1,1,0,2,4
"106","NANOG",0,0,0,0,1,1,2,4
"107","NFAT5",1,0,0,1,0,0,2,4
"108","NFATC1",0,0,0,1,0,1,2,4
"109","NFKB2",0,0,0,1,1,0,2,4
"110","NKX2-1",0,0,0,0,1,1,2,4
"111","NR3C1",0,0,0,0,1,1,2,4
"112","NR4A1",1,0,0,0,0,1,2,4
"113","ONECUT2",1,0,0,1,0,0,2,4
"114","OTX2",0,0,0,0,1,1,2,4
"115","PAX3",0,0,0,1,0,1,2,4
"116","PAX7",1,0,0,1,0,0,2,4
"117","PBX1",1,1,0,0,0,0,2,4
"118","PBX3",0,0,0,0,1,1,2,4
"119","PGR",0,1,0,0,0,1,2,4
"120","PHOX2A",1,0,0,1,0,0,2,4
"121","POU6F1",1,0,0,1,0,0,2,4
"122","PROX1",0,0,0,0,1,1,2,4
"123","PTF1A",1,0,0,1,0,0,2,4
"124","RELA",1,0,0,0,0,1,2,4
"125","RXRG",0,0,0,0,1,1,2,4
"126","SIX2",0,0,0,1,0,1,2,4
"127","SNAI2",0,0,0,0,1,1,2,4
"128","SOX11",0,0,0,1,1,0,2,4
"129","SOX2",0,0,0,0,1,1,2,4
"130","SP1",0,0,0,1,0,1,2,4
"131","STAT6",0,1,0,0,0,1,2,4
"132","TAL1",0,0,0,0,1,1,2,4
"133","TBP",0,0,0,1,0,1,2,4
"134","TBX21",0,0,0,0,1,1,2,4
"135","TCF21",0,0,0,0,1,1,2,4
"136","TCF7L2",0,0,0,0,1,1,2,4
"137","TEAD1",0,0,0,1,0,1,2,4
"138","TEAD2",0,1,0,1,0,0,2,4
"139","TERF2",0,0,0,0,1,1,2,4
"140","TFAP4",0,0,0,1,0,1,2,4
"141","TP63",0,0,0,0,1,1,2,4
"142","TP73",0,0,0,0,1,1,2,4
"143","USF1",1,1,0,0,0,0,2,4
"144","YY1",0,1,0,0,0,1,2,4
"145","ZBTB18",0,1,1,0,0,0,2,4
"146","ZIM3",1,0,0,0,1,0,2,4
"147","ZNF136",0,1,0,0,0,1,2,4
"148","ZNF17",0,0,1,0,0,1,2,4
"149","ZNF189",0,1,1,0,0,0,2,4
"150","ZNF384",0,0,0,0,1,1,2,4
"151","ZNF41",0,1,0,0,0,1,2,4
"152","ZNF418",1,0,0,0,0,1,2,4
"153","ZNF597",0,0,0,0,1,1,2,4
"154","ZNF808",1,0,0,0,1,0,2,4
"155","ZNF816",1,0,1,0,0,0,2,4
"156","A1JVI6_MOUSE",1,0,0,0,0,0,1,5
"157","ALX1",0,0,0,1,0,0,1,5
"158","ALX4",0,0,0,1,0,0,1,5
"159","ARGFX",0,0,0,1,0,0,1,5
"160","ARID3A",0,0,0,1,0,0,1,5
"161","ARNT2",0,0,1,0,0,0,1,5
"162","ARNTL",0,0,1,0,0,0,1,5
"163","ARX",0,0,0,1,0,0,1,5
"164","ASCL1",0,0,0,1,0,0,1,5
"165","ATF6",1,0,0,0,0,0,1,5
"166","ATF7",1,0,0,0,0,0,1,5
"167","BARX2",0,0,1,0,0,0,1,5
"168","BBX",1,0,0,0,0,0,1,5
"169","BCL11A",0,0,0,0,0,1,1,5
"170","BHLHA15",0,0,0,1,0,0,1,5
"171","BHLHE41",0,0,1,0,0,0,1,5
"172","BSX",0,0,0,1,0,0,1,5
"173","CEBPD",0,0,0,1,0,0,1,5
"174","CEBPE",0,0,0,1,0,0,1,5
"175","CEBPG",0,0,0,1,0,0,1,5
"176","CENPB",1,0,0,0,0,0,1,5
"177","CREB1",0,0,0,0,0,1,1,5
"178","CREB5",1,0,0,0,0,0,1,5
"179","CREBZF",1,0,0,0,0,0,1,5
"180","CTCFL",0,0,1,0,0,0,1,5
"181","CUX1",0,0,0,1,0,0,1,5
"182","CUX2",0,0,0,1,0,0,1,5
"183","DDIT3",1,0,0,0,0,0,1,5
"184","DLX5",0,0,0,1,0,0,1,5
"185","DMRT1",0,1,0,0,0,0,1,5
"186","DMRTC2",1,0,0,0,0,0,1,5
"187","DNMT1",0,0,0,0,0,1,1,5
"188","DPRX",1,0,0,0,0,0,1,5
"189","DUX4",0,0,0,0,1,0,1,5
"190","DUXA",1,0,0,0,0,0,1,5
"191","E2F4",0,1,0,0,0,0,1,5
"192","E2F5",1,0,0,0,0,0,1,5
"193","E2F6",0,1,0,0,0,0,1,5
"194","E2F8",1,0,0,0,0,0,1,5
"195","EGR4",0,0,1,0,0,0,1,5
"196","ELF2",1,0,0,0,0,0,1,5
"197","EMX2",0,0,0,1,0,0,1,5
"198","EOMES",0,0,0,0,0,1,1,5
"199","EPAS1",0,0,0,0,1,0,1,5
"200","ERF",1,0,0,0,0,0,1,5
"201","ESR1",0,0,0,0,0,1,1,5
"202","ETV1",0,1,0,0,0,0,1,5
"203","ETV4",0,0,0,0,0,1,1,5
"204","ETV5",0,0,0,0,0,1,1,5
"205","ETV6",0,0,0,0,1,0,1,5
"206","FOXB1",0,0,1,0,0,0,1,5
"207","FOXC1",1,0,0,0,0,0,1,5
"208","FOXD2",1,0,0,0,0,0,1,5
"209","FOXE1",0,0,0,1,0,0,1,5
"210","FOXG1",1,0,0,0,0,0,1,5
"211","FOXI1",1,0,0,0,0,0,1,5
"212","FOXJ3",0,0,0,1,0,0,1,5
"213","FOXM1",0,1,0,0,0,0,1,5
"214","FOXO3",0,0,1,0,0,0,1,5
"215","FOXO6",1,0,0,0,0,0,1,5
"216","FOXR2",1,0,0,0,0,0,1,5
"217","GATA2",0,0,0,0,0,1,1,5
"218","GLI2",0,0,0,0,0,1,1,5
"219","GLIS1",0,0,1,0,0,0,1,5
"220","GSC2",0,0,0,1,0,0,1,5
"221","HES6",0,0,1,0,0,0,1,5
"222","HEYL",0,0,1,0,0,0,1,5
"223","HINFP",0,0,1,0,0,0,1,5
"224","HNF1A",0,0,0,0,1,0,1,5
"225","HNF1B",0,0,0,0,1,0,1,5
"226","HOXA13",1,0,0,0,0,0,1,5
"227","HOXA2",0,1,0,0,0,0,1,5
"228","HOXA9",0,0,0,0,1,0,1,5
"229","HOXB8",1,0,0,0,0,0,1,5
"230","HOXC11",0,0,0,0,0,1,1,5
"231","HOXD11",1,0,0,0,0,0,1,5
"232","HSF4",1,0,0,0,0,0,1,5
"233","IRF3",1,0,0,0,0,0,1,5
"234","IRF6",1,0,0,0,0,0,1,5
"235","IRF7",1,0,0,0,0,0,1,5
"236","IRF8",1,0,0,0,0,0,1,5
"237","IRX1",0,0,1,0,0,0,1,5
"238","IRX6",0,0,1,0,0,0,1,5
"239","ISX",0,0,0,1,0,0,1,5
"240","JDP2",0,0,0,1,0,0,1,5
"241","KLF10",0,1,0,0,0,0,1,5
"242","KLF13",0,0,0,1,0,0,1,5
"243","KLF16",0,0,0,1,0,0,1,5
"244","KLF3",1,0,0,0,0,0,1,5
"245","LBX2",1,0,0,0,0,0,1,5
"246","LEF1",0,0,0,1,0,0,1,5
"247","LHX4",0,0,0,1,0,0,1,5
"248","LHX6",0,0,0,1,0,0,1,5
"249","LMX1A",0,0,0,1,0,0,1,5
"250","LMX1B",0,0,0,1,0,0,1,5
"251","MAFA",1,0,0,0,0,0,1,5
"252","MAFB",0,0,0,0,0,1,1,5
"253","MAFG",1,0,0,0,0,0,1,5
"254","MECOM",1,0,0,0,0,0,1,5
"255","MEF2C",0,0,0,0,1,0,1,5
"256","MITF",0,1,0,0,0,0,1,5
"257","MLXIP",0,0,1,0,0,0,1,5
"258","MSX3",0,0,0,1,0,0,1,5
"259","MTF2",0,0,1,0,0,0,1,5
"260","MXI1",0,0,1,0,0,0,1,5
"261","MYC",0,0,0,0,0,1,1,5
"262","MYOD1",0,0,0,0,0,1,1,5
"263","NEUROG1",1,0,0,0,0,0,1,5
"264","NEUROG2",0,0,0,0,0,1,1,5
"265","NFATC2",0,0,0,1,0,0,1,5
"266","NFE2",0,0,0,0,0,1,1,5
"267","NFE2L1",0,0,0,0,0,1,1,5
"268","NFIA",0,0,0,0,0,1,1,5
"269","NFIL3",1,0,0,0,0,0,1,5
"270","NFIX",1,0,0,0,0,0,1,5
"271","NFYA",1,0,0,0,0,0,1,5
"272","NFYB",1,0,0,0,0,0,1,5
"273","NFYC",1,0,0,0,0,0,1,5
"274","NHLH1",0,0,0,1,0,0,1,5
"275","NPAS2",0,1,0,0,0,0,1,5
"276","NR1H3",0,0,0,0,0,1,1,5
"277","NR2C2",1,0,0,0,0,0,1,5
"278","NR2F2",0,0,0,0,0,1,1,5
"279","NR4A2",0,0,0,0,0,1,1,5
"280","NR6A1",0,0,0,1,0,0,1,5
"281","NRF1",0,1,0,0,0,0,1,5
"282","NRL",1,0,0,0,0,0,1,5
"283","OLIG3",1,0,0,0,0,0,1,5
"284","ONECUT1",1,0,0,0,0,0,1,5
"285","OSR1",1,0,0,0,0,0,1,5
"286","OSR2",0,0,1,0,0,0,1,5
"287","OVOL1",1,0,0,0,0,0,1,5
"288","OVOL2",1,0,0,0,0,0,1,5
"289","PAX1",0,0,0,1,0,0,1,5
"290","PAX2",0,0,1,0,0,0,1,5
"291","PAX4",0,0,0,1,0,0,1,5
"292","PAX6",0,1,0,0,0,0,1,5
"293","PAX8",0,1,0,0,0,0,1,5
"294","PAX9",1,0,0,0,0,0,1,5
"295","PHOX2B",1,0,0,0,0,0,1,5
"296","PKNOX2",0,0,0,1,0,0,1,5
"297","POU1F1",1,0,0,0,0,0,1,5
"298","POU3F1",0,0,1,0,0,0,1,5
"299","POU4F1",0,0,1,0,0,0,1,5
"300","POU4F3",1,0,0,0,0,0,1,5
"301","PPARD",0,0,0,0,0,1,1,5
"302","PPARG",0,0,0,0,0,1,1,5
"303","PRDM4",0,0,0,1,0,0,1,5
"304","PROP1",1,0,0,0,0,0,1,5
"305","PRRX2",0,0,0,1,0,0,1,5
"306","RARA",0,0,0,0,0,1,1,5
"307","RARB",0,0,1,0,0,0,1,5
"308","RARG",0,1,0,0,0,0,1,5
"309","RAX2",0,0,0,1,0,0,1,5
"310","RBPJ",0,0,0,0,0,1,1,5
"311","REL",0,0,0,1,0,0,1,5
"312","RELB",0,0,0,0,1,0,1,5
"313","RFX5",0,1,0,0,0,0,1,5
"314","RORA",1,0,0,0,0,0,1,5
"315","RUNX2",0,1,0,0,0,0,1,5
"316","RUNX3",0,0,0,0,1,0,1,5
"317","RXRA",0,0,0,0,1,0,1,5
"318","SCRT1",1,0,0,0,0,0,1,5
"319","SHOX",0,0,0,1,0,0,1,5
"320","SHOX2",0,0,0,1,0,0,1,5
"321","SKOR1",1,0,0,0,0,0,1,5
"322","SMAD4",0,0,0,0,0,1,1,5
"323","SNAI1",0,0,0,1,0,0,1,5
"324","SNAI3",0,0,0,1,0,0,1,5
"325","SOX13",1,0,0,0,0,0,1,5
"326","SP140",0,0,0,0,0,1,1,5
"327","SP3",0,0,0,1,0,0,1,5
"328","SP4",0,0,0,1,0,0,1,5
"329","SP8",0,0,0,1,0,0,1,5
"330","SPDEF",0,1,0,0,0,0,1,5
"331","SPIC",0,0,1,0,0,0,1,5
"332","SREBF2",0,0,1,0,0,0,1,5
"333","SRF",1,0,0,0,0,0,1,5
"334","STAT2",1,0,0,0,0,0,1,5
"335","TAF1",0,0,0,0,0,1,1,5
"336","TCF7",0,0,0,0,0,1,1,5
"337","TCFL5",0,0,1,0,0,0,1,5
"338","TEAD3",0,0,0,1,0,0,1,5
"339","TFAP2C",1,0,0,0,0,0,1,5
"340","TFEB",1,0,0,0,0,0,1,5
"341","TGIF1",0,0,0,1,0,0,1,5
"342","TGIF2",0,0,0,1,0,0,1,5
"343","TGIF2LX",0,0,0,1,0,0,1,5
"344","TGIF2LY",0,0,0,1,0,0,1,5
"345","TLX2",0,0,0,1,0,0,1,5
"346","TLX3",1,0,0,0,0,0,1,5
"347","UNCX",0,0,0,1,0,0,1,5
"348","VENTX",0,0,0,1,0,0,1,5
"349","VSX1",0,0,0,1,0,0,1,5
"350","VSX2",0,0,0,1,0,0,1,5
"351","XBP1",1,0,0,0,0,0,1,5
"352","ZBED1",0,0,0,0,1,0,1,5
"353","ZBTB2",0,0,0,0,1,0,1,5
"354","ZBTB33",0,1,0,0,0,0,1,5
"355","ZBTB42",0,0,1,0,0,0,1,5
"356","ZBTB7A",1,0,0,0,0,0,1,5
"357","ZEB1",0,0,0,0,0,1,1,5
"358","ZFP1",1,0,0,0,0,0,1,5
"359","ZFP3",0,1,0,0,0,0,1,5
"360","ZFP42",1,0,0,0,0,0,1,5
"361","ZFP57",0,0,0,0,1,0,1,5
"362","ZFX",0,1,0,0,0,0,1,5
"363","ZIC1",0,0,0,1,0,0,1,5
"364","ZIC2",0,0,0,1,0,0,1,5
"365","ZKSCAN5",0,0,1,0,0,0,1,5
"366","ZNF133",1,0,0,0,0,0,1,5
"367","ZNF140",0,0,1,0,0,0,1,5
"368","ZNF16",0,1,0,0,0,0,1,5
"369","ZNF175",0,0,0,0,0,1,1,5
"370","ZNF205",0,0,0,0,0,1,1,5
"371","ZNF22",0,0,0,0,1,0,1,5
"372","ZNF23",0,0,1,0,0,0,1,5
"373","ZNF248",0,0,0,0,0,1,1,5
"374","ZNF263",0,1,0,0,0,0,1,5
"375","ZNF264",0,1,0,0,0,0,1,5
"376","ZNF273",1,0,0,0,0,0,1,5
"377","ZNF322",0,1,0,0,0,0,1,5
"378","ZNF33A",1,0,0,0,0,0,1,5
"379","ZNF33B",1,0,0,0,0,0,1,5
"380","ZNF350",0,0,0,0,0,1,1,5
"381","ZNF354B",1,0,0,0,0,0,1,5
"382","ZNF354C",0,0,1,0,0,0,1,5
"383","ZNF382",0,1,0,0,0,0,1,5
"384","ZNF415",0,1,0,0,0,0,1,5
"385","ZNF416",0,1,0,0,0,0,1,5
"386","ZNF417",0,0,1,0,0,0,1,5
"387","ZNF429",0,0,1,0,0,0,1,5
"388","ZNF454",0,0,1,0,0,0,1,5
"389","ZNF467",0,1,0,0,0,0,1,5
"390","ZNF486",0,0,0,0,0,1,1,5
"391","ZNF519",0,1,0,0,0,0,1,5
"392","ZNF524",1,0,0,0,0,0,1,5
"393","ZNF528",0,1,0,0,0,0,1,5
"394","ZNF530",0,0,1,0,0,0,1,5
"395","ZNF543",0,0,1,0,0,0,1,5
"396","ZNF549",0,0,0,0,0,1,1,5
"397","ZNF594",0,0,1,0,0,0,1,5
"398","ZNF614",0,0,1,0,0,0,1,5
"399","ZNF615",0,0,0,0,0,1,1,5
"400","ZNF626",1,0,0,0,0,0,1,5
"401","ZNF667",1,0,0,0,0,0,1,5
"402","ZNF669",0,1,0,0,0,0,1,5
"403","ZNF682",0,0,1,0,0,0,1,5
"404","ZNF692",0,1,0,0,0,0,1,5
"405","ZNF695",0,0,1,0,0,0,1,5
"406","ZNF71",1,0,0,0,0,0,1,5
"407","ZNF711",0,1,0,0,0,0,1,5
"408","ZNF714",0,0,0,0,0,1,1,5
"409","ZNF74",0,0,1,0,0,0,1,5
"410","ZNF75A",1,0,0,0,0,0,1,5
"411","ZNF75D",1,0,0,0,0,0,1,5
"412","ZNF765",0,0,1,0,0,0,1,5
"413","ZNF768",0,0,1,0,0,0,1,5
"414","ZNF777",0,0,0,0,0,1,1,5
"415","ZNF783",0,0,0,0,1,0,1,5
"416","ZNF786",0,0,1,0,0,0,1,5
"417","ZNF792",0,0,1,0,0,0,1,5
"418","ZNF8",0,0,1,0,0,0,1,5
"419","ZNF805",0,0,1,0,0,0,1,5
"420","ZNF846",0,0,1,0,0,0,1,5
"421","ZNF85",1,0,0,0,0,0,1,5
"422","ZNF891",0,0,1,0,0,0,1,5
"423","ZSCAN1",0,0,1,0,0,0,1,5
"424","ZSCAN22",0,1,0,0,0,0,1,5
"425","ZSCAN5",1,0,0,0,0,0,1,5
